Question;target
Premise 1: If K then (not V and V). Premise 2: E. Premise 3: ((not E iff V) implies not V) and not K. Conclusion : (not K implies V) if and only if E.;0
Premise 1: Not V and (M implies not G). Premise 2: It is not the case that V. Premise 3: G and M. Conclusion : (G implies G) if and only if not M.;1
Premise 1: If (not D and R) then O. Premise 2: D and not D. Premise 3: If (R iff not D) then D. Conclusion : D.;1
Premise 1: L and L. Premise 2: If (B implies not B) then (V implies L). Premise 3: B. Conclusion : It is not the case that L.;0
Premise 1: U. Premise 2: If (J or not U) then not J. Premise 3: Either A or J. Conclusion : It is not the case that not U.;1
Premise 1: It is not the case that not not D. Premise 2: Either D or J. Premise 3: Either not J or ((not D iff J) and X). Conclusion : It is not the case that X.;0
Premise 1: Not E if and only if E. Premise 2: If L then ((E and L) or R). Premise 3: Either not E or E. Conclusion : It is not the case that E.;1
Premise 1: Either not C or Y. Premise 2: It is not the case that C. Premise 3: It is not the case that L. Conclusion : (not L iff C) and not L.;0
Premise 1: It is not the case that (E and (M and not M)). Premise 2: If R then not E. Premise 3: Not R and not R. Conclusion : Not M and (M or not M).;0
Premise 1: (not A and L) and (L implies L). Premise 2: Either not L or not L. Premise 3: If (L or A) then A. Conclusion : A and A.;1
Premise 1: Y. Premise 2: H and P. Premise 3: It is not the case that not not Y. Conclusion : It is not the case that not Y.;1
Premise 1: It is not the case that N. Premise 2: Either (F and not N) or F. Premise 3: Not V if and only if V. Conclusion : (F implies F) and not N.;1
Premise 1: Not P and P. Premise 2: Either (R implies P) or F. Premise 3: F. Conclusion : Not F and (P and not F).;1
Premise 1: C and ((O or O) implies C). Premise 2: C and not (O and R). Premise 3: It is not the case that R. Conclusion : It is not the case that not R.;0
Premise 1: (K and K) and not not K. Premise 2: If K then K. Premise 3: G and G. Conclusion : If (G iff not Y) then G.;1
Premise 1: If (not not A or not A) then not M. Premise 2: Either (not Y implies not Y) or A. Premise 3: M. Conclusion : Either (M or not M) or M.;1
Premise 1: C. Premise 2: Either (X implies P) or not C. Premise 3: It is not the case that not C. Conclusion : If not P then (X or C).;1
Premise 1: I and (not X iff E). Premise 2: E. Premise 3: E. Conclusion : It is not the case that I.;0
Premise 1: H. Premise 2: N. Premise 3: Not not X and (H implies H). Conclusion : If N then not N.;0
Premise 1: It is not the case that not A. Premise 2: A and not A. Premise 3: Not not A and I. Conclusion : R and not A.;1
Premise 1: V. Premise 2: If not (D or V) then not D. Premise 3: It is not the case that V. Conclusion : It is not the case that L.;1
Premise 1: If not K then (not U or (U or A)). Premise 2: It is not the case that (A and not U). Premise 3: K and (not A implies A). Conclusion : Either K or not K.;1
Premise 1: Either O or not not G. Premise 2: It is not the case that not G. Premise 3: It is not the case that not (G implies G). Conclusion : Either G or V.;1
Premise 1: O. Premise 2: Either O or (not U or O). Premise 3: It is not the case that O. Conclusion : Either not U or not U.;1
Premise 1: Either (B implies B) or (O or V). Premise 2: Not B and not V. Premise 3: If V then (V or O). Conclusion : If (B implies V) then O.;0
Premise 1: L. Premise 2: If (not E and L) then not S. Premise 3: S. Conclusion : If E then L.;1
Premise 1: If not H then (V implies V). Premise 2: If H then V. Premise 3: It is not the case that V. Conclusion : It is not the case that V.;1
Premise 1: P. Premise 2: U if and only if P. Premise 3: Either P or not C. Conclusion : P if and only if P.;1
Premise 1: (A implies not Y) and (I iff Y). Premise 2: If not A then Y. Premise 3: It is not the case that not Y. Conclusion : Y.;1
Premise 1: If (S implies (C implies S)) then not P. Premise 2: If not C then (S implies C). Premise 3: It is not the case that not S. Conclusion : It is not the case that (C iff C).;0
Premise 1: (J implies (not W or not E)) and E. Premise 2: If (J implies not E) then W. Premise 3: It is not the case that W. Conclusion : It is not the case that not E.;1
Premise 1: If S then N. Premise 2: Either ((N implies not G) implies not S) or N. Premise 3: Not G and not not N. Conclusion : N.;1
Premise 1: U if and only if J. Premise 2: B if and only if not B. Premise 3: J. Conclusion : Either not J or not B.;1
Premise 1: Either H or H. Premise 2: It is not the case that (L or (S or L)). Premise 3: S and (S or not L). Conclusion : L.;1
Premise 1: It is not the case that not R. Premise 2: L and (R or (not L implies D)). Premise 3: Either (not R iff D) or (R or L). Conclusion : L.;1
Premise 1: It is not the case that D. Premise 2: W if and only if ((not D and D) and not W). Premise 3: W and (K implies (K and W)). Conclusion : D.;1
Premise 1: Either O or O. Premise 2: If U then ((U or G) implies not O). Premise 3: Either (U implies (O and not U)) or U. Conclusion : G.;0
Premise 1: D. Premise 2: Either not L or L. Premise 3: It is not the case that not (T implies D). Conclusion : Either T or not T.;1
Premise 1: It is not the case that (R and not F). Premise 2: It is not the case that F. Premise 3: Either not not J or (R and J). Conclusion : J.;1
Premise 1: L. Premise 2: Either E or (Y or L). Premise 3: Either not L or (E implies (L iff Y)). Conclusion : Y.;0
Premise 1: It is not the case that J. Premise 2: It is not the case that (J or J). Premise 3: Y and (not Y and (C or not C)). Conclusion : (Y implies Y) and J.;1
Premise 1: X. Premise 2: If (K and not K) then (X implies not X). Premise 3: Either not K or not X. Conclusion : X.;1
Premise 1: It is not the case that not (E or E). Premise 2: Either (not U implies E) or not not L. Premise 3: It is not the case that not U. Conclusion : U if and only if L.;0
Premise 1: I. Premise 2: Y. Premise 3: Not Y and not F. Conclusion : Y and I.;1
Premise 1: S. Premise 2: If not O then (not H implies S). Premise 3: Either not O or S. Conclusion : S and not not H.;0
Premise 1: Either not P or not S. Premise 2: If E then not P. Premise 3: Either S or P. Conclusion : Either (E and not S) or not P.;0
Premise 1: D. Premise 2: If not S then ((P implies not D) or D). Premise 3: If not P then (D implies P). Conclusion : D.;1
Premise 1: Either not K or (T or K). Premise 2: Not C and C. Premise 3: (not K implies (not C or K)) and T. Conclusion : If K then C.;1
Premise 1: X. Premise 2: B. Premise 3: O. Conclusion : If not O then X.;1
Premise 1: K. Premise 2: It is not the case that W. Premise 3: It is not the case that K. Conclusion : If W then (not W iff not W).;1
Premise 1: It is not the case that (J implies B). Premise 2: Not J and J. Premise 3: If Y then Y. Conclusion : If B then Y.;1
Premise 1: If B then not B. Premise 2: Either O or (U or U). Premise 3: Not B and O. Conclusion : U and not B.;0
Premise 1: If M then (M implies not R). Premise 2: (M or R) and not M. Premise 3: It is not the case that R. Conclusion : If not R then A.;1
Premise 1: Not B and not B. Premise 2: (not J and B) and (not B and X). Premise 3: It is not the case that (X iff B). Conclusion : If not J then J.;1
Premise 1: O. Premise 2: Either (not Y or O) or Y. Premise 3: It is not the case that O. Conclusion : Either not E or not O.;1
Premise 1: Not not X and (J and X). Premise 2: If X then not J. Premise 3: It is not the case that F. Conclusion : F.;1
Premise 1: W and not (not W or A). Premise 2: It is not the case that (not A implies W). Premise 3: It is not the case that (A or A). Conclusion : P.;1
Premise 1: T. Premise 2: (not not T or T) and not B. Premise 3: If not B then (N or N). Conclusion : B.;0
Premise 1: It is not the case that R. Premise 2: If not P then R. Premise 3: If (not R implies not H) then (not H or not H). Conclusion : If not not P then not R.;1
Premise 1: It is not the case that not V. Premise 2: I and I. Premise 3: V and (not H and H). Conclusion : V.;1
Premise 1: If not A then A. Premise 2: T if and only if (P and not A). Premise 3: A. Conclusion : P.;0
Premise 1: It is not the case that V. Premise 2: Either D or V. Premise 3: (D or V) and J. Conclusion : It is not the case that not V.;0
Premise 1: It is not the case that not B. Premise 2: If B then not B. Premise 3: Either not not B or W. Conclusion : It is not the case that B.;1
Premise 1: It is not the case that ((not A and not A) implies P). Premise 2: It is not the case that A. Premise 3: If ((W implies W) and P) then A. Conclusion : Either (P or P) or W.;0
Premise 1: U. Premise 2: Either F or F. Premise 3: It is not the case that F. Conclusion : It is not the case that F.;1
Premise 1: H. Premise 2: (S or S) and not H. Premise 3: Either (H implies H) or (H or I). Conclusion : S and (H implies H).;1
Premise 1: If (not J implies (J implies V)) then E. Premise 2: It is not the case that E. Premise 3: (J implies J) and (V and E). Conclusion : It is not the case that not V.;1
Premise 1: Either M or not M. Premise 2: E. Premise 3: It is not the case that (Y and M). Conclusion : M.;0
Premise 1: It is not the case that ((not K iff K) or T). Premise 2: It is not the case that (not A iff K). Premise 3: Either not T or not T. Conclusion : Either K or not not K.;0
Premise 1: It is not the case that R. Premise 2: It is not the case that N. Premise 3: Either not R or H. Conclusion : Not N and N.;0
Premise 1: R and N. Premise 2: Not (not N or not R) if and only if R. Premise 3: It is not the case that F. Conclusion : F.;0
Premise 1: If not P then (C and P). Premise 2: Either not (U and C) or not P. Premise 3: If not U then not C. Conclusion : C and (C or P).;0
Premise 1: Not R if and only if D. Premise 2: M. Premise 3: (not R or R) and D. Conclusion : D and not R.;1
Premise 1: Either (T implies T) or D. Premise 2: It is not the case that (not M implies D). Premise 3: Either M or (not T and T). Conclusion : Either not D or not T.;1
Premise 1: It is not the case that (C or not J). Premise 2: It is not the case that (not not C iff J). Premise 3: (J implies Y) and (C or Y). Conclusion : (not C implies Y) and not C.;1
Premise 1: G. Premise 2: If not N then (X or G). Premise 3: If G then (N or not G). Conclusion : N.;1
Premise 1: It is not the case that (Y or Y). Premise 2: Either not not Y or L. Premise 3: Not E and ((Y and not L) implies L). Conclusion : E.;0
Premise 1: E if and only if not not M. Premise 2: (not M iff U) and E. Premise 3: M. Conclusion : U.;0
Premise 1: Either T or T. Premise 2: It is not the case that M. Premise 3: B and not T. Conclusion : It is not the case that (B implies T).;1
Premise 1: J. Premise 2: ((not J implies not J) implies not S) and J. Premise 3: ((J and C) implies not S) and S. Conclusion : Not S if and only if C.;1
Premise 1: It is not the case that F. Premise 2: If P then not F. Premise 3: It is not the case that R. Conclusion : It is not the case that P.;0
Premise 1: If Y then not not Y. Premise 2: It is not the case that A. Premise 3: Either (not A iff A) or Y. Conclusion : I.;0
Premise 1: D. Premise 2: It is not the case that Y. Premise 3: Either ((Y implies not D) implies Y) or D. Conclusion : J and not Y.;0
Premise 1: Either not not O or O. Premise 2: A. Premise 3: O. Conclusion : If O then V.;0
Premise 1: Either I or not (H implies not R). Premise 2: R. Premise 3: It is not the case that (not R iff H). Conclusion : Either not not I or not R.;0
Premise 1: Y and (I implies I). Premise 2: Either not I or (I or not Y). Premise 3: It is not the case that I. Conclusion : D.;0
Premise 1: Either not E or (Y implies not M). Premise 2: Y. Premise 3: If not M then M. Conclusion : Either E or not Y.;0
Premise 1: If not J then (J implies (J and V)). Premise 2: D. Premise 3: It is not the case that ((V or not V) or J). Conclusion : Either J or V.;1
Premise 1: (J iff B) and J. Premise 2: It is not the case that J. Premise 3: It is not the case that not X. Conclusion : Not X if and only if B.;1
Premise 1: Either S or not G. Premise 2: It is not the case that G. Premise 3: Either not G or (not L or S). Conclusion : Either (not L or not G) or not G.;1
Premise 1: U. Premise 2: Not not U and not U. Premise 3: I. Conclusion : It is not the case that E.;1
Premise 1: R. Premise 2: If (not I implies R) then not I. Premise 3: If not R then (not I and R). Conclusion : R and R.;1
Premise 1: If W then not D. Premise 2: It is not the case that (not N or D). Premise 3: Either not W or N. Conclusion : W.;0
Premise 1: It is not the case that (M implies M). Premise 2: U and not C. Premise 3: If not (not C and U) then M. Conclusion : It is not the case that U.;1
Premise 1: It is not the case that not (W and W). Premise 2: Either not G or not J. Premise 3: Either G or W. Conclusion : W and (G and not J).;0
Premise 1: It is not the case that R. Premise 2: It is not the case that (not R or (not R or R)). Premise 3: It is not the case that (R implies I). Conclusion : Either (I and B) or not R.;1
Premise 1: It is not the case that J. Premise 2: E. Premise 3: E. Conclusion : If (U and U) then not J.;1
